"priority_score","section","content_type","route","name","risk_level","review_age_days","word_count","quality_status","quality_completion_score","issue_classifications","canonical_risk_type","recommended_action","recommended_canonical_url","duplicate_group_key","duplicate_group_size","canonical_confidence_score","missing_source_url","missing_required_fields","data_quality_flags","reasons"
"107","dog-park-locations","City Pages","/dog-parks/coquitlam/","Coquitlam","High","313","413","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 413 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/courtice/","Courtice","High","313","359","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 359 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/edmonton/","Edmonton","High","313","429","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 429 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/etobicoke/","Etobicoke","High","313","423","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 423 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/gimli/","Gimli","High","313","411","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 411 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/grande-prairie/","Grande Prairie","High","313","398","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 398 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/grimsby/","Grimsby","High","313","396","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 396 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/guelph/","Guelph","High","313","423","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 423 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/halton-hills-dog-parks/","Halton Hills","High","313","411","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 411 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/hamilton/","Hamilton","High","313","412","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 412 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/ladysmith/","Ladysmith","High","313","402","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 402 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/lethbridge/","Lethbridge","High","313","430","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 430 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/medicine-hat/","Medicine Hat","High","313","409","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 409 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/melfort/","Melfort","High","313","299","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 299 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/melville/","Melville","High","313","354","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 354 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/milton/","Milton","High","313","399","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 399 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/montreal/","Montreal","High","313","378","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","seasonalTips; officialSource; reviewedOn","","stale 313 days; thin content 378 words; missing official/source URL; missing city fields: seasonalTips, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/moose-jaw/","Moose Jaw","High","313","402","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 402 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/morden/","Morden","High","313","372","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 372 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/nelson/","Nelson","High","313","421","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 421 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/new-westminster/","New Westminster","High","313","426","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 426 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/niagara-falls/","Niagara Falls","High","313","396","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 396 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/nipawin/","Nipawin","High","313","336","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 336 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/north-battleford/","North Battleford","High","313","338","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 338 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/oshawa/","Oshawa","High","313","404","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 404 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/portage-la-prairie/","Portage la Prairie","High","313","394","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 394 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/prince-albert/","Prince Albert","High","313","325","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 325 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/quebec-city/","Quebec City","High","313","375","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 375 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/quinte-west/","Quinte West","High","313","441","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 441 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/red-deer/","Red Deer","High","313","420","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 420 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/regina/","Regina","High","313","402","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 402 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/restoule/","Restoule","High","313","441","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 441 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/saskatoon/","Saskatoon","High","313","400","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 400 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/selkirk/","Selkirk","High","313","384","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 384 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/st-albert/","St. Albert","High","313","424","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 424 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/steinbach/","Steinbach","High","313","364","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 364 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/stouffville/","Stouffville","High","267","367","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","officialSource; reviewedOn; parkListingGrid","","stale 267 days; thin content 367 words; missing official/source URL; missing city fields: officialSource, reviewedOn, parkListingGrid"
"107","dog-park-locations","City Pages","/dog-parks/surrey/","Surrey","High","313","437","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 437 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/swift-current/","Swift Current","High","313","394","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 394 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/thompson/","Thompson","High","313","383","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 383 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/tiny/","Tiny","High","313","440","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 440 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/victoria/","Victoria","High","313","426","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 426 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/warman/","Warman","High","313","357","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 357 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/weyburn/","Weyburn","High","313","320","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 320 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/white-rock/","White Rock","High","313","427","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 427 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/winnipeg/","Winnipeg","High","313","418","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 418 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/woodstock/","Woodstock","High","313","398","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","rules; officialSource; reviewedOn","","stale 313 days; thin content 398 words; missing official/source URL; missing city fields: rules, officialSource, reviewedOn"
"107","dog-park-locations","City Pages","/dog-parks/yarmouth/","Yarmouth","High","313","379","missing-source","73","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","officialSource; reviewedOn; parkListingGrid","","stale 313 days; thin content 379 words; missing official/source URL; missing city fields: officialSource, reviewedOn, parkListingGrid"
"104","dog-park-locations","City Pages","/dog-parks/bridgewater/","Bridgewater","High","313","387","missing-source","82","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","officialSource; reviewedOn","","stale 313 days; thin content 387 words; missing official/source URL; missing city fields: officialSource, reviewedOn"
"104","dog-park-locations","City Pages","/dog-parks/kentville/","Kentville","High","313","336","missing-source","82","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","officialSource; reviewedOn","","stale 313 days; thin content 336 words; missing official/source URL; missing city fields: officialSource, reviewedOn"
"104","dog-park-locations","City Pages","/dog-parks/london/","London","High","284","444","missing-source","82","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","officialSource; reviewedOn","","stale 284 days; thin content 444 words; missing official/source URL; missing city fields: officialSource, reviewedOn"
"104","dog-park-locations","City Pages","/dog-parks/sydney/","Sydney","High","313","360","missing-source","82","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","officialSource; reviewedOn","","stale 313 days; thin content 360 words; missing official/source URL; missing city fields: officialSource, reviewedOn"
"104","dog-park-locations","City Pages","/dog-parks/truro/","Truro","High","313","395","missing-source","82","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","officialSource; reviewedOn","","stale 313 days; thin content 395 words; missing official/source URL; missing city fields: officialSource, reviewedOn"
"103","dog-parks","Dog Parks","/dog-parks/rushdale-park/","Rushdale Park","Very high","399","100","missing-source","79","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; reviewedOn","","stale 399 days; thin content 100 words; missing official/source URL; missing park fields: latitude, longitude, officialSource, reviewedOn"
"99","dog-parks","Dog Parks","/dog-parks/apollo-crater-park/","Apollo Crater Park","Very high","389","86","missing-source","89","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","officialSource; reviewedOn","","stale 389 days; thin content 86 words; missing official/source URL; missing park fields: officialSource, reviewedOn"
"89","dog-parks","Dog Parks","/dog-parks/colin-alton-parkette/","Colin Alton Parkette","Very high","414","160","thin-content","63","needs-content-expansion; needs-human-review","","","","","","","no","latitude; longitude; smallDogArea; surface; parking; rules; reviewedOn","","stale 414 days; thin content 160 words; missing park fields: latitude, longitude, smallDogArea, surface, parking, rules"
"87","dog-parks","Dog Parks","/dog-parks/bowmont-park/","Bowmont Park","Very high","413","120","thin-content","68","needs-content-expansion; needs-human-review","","","","","","","no","latitude; longitude; parkType; smallDogArea; parking; reviewedOn","","stale 413 days; thin content 120 words; missing park fields: latitude, longitude, parkType, smallDogArea, parking, reviewedOn"
"87","dog-parks","Dog Parks","/dog-parks/central-park/","Central Park","Very high","414","166","thin-content","68","needs-content-expansion; needs-human-review","","","","","","","no","latitude; longitude; smallDogArea; parking; rules; reviewedOn","","stale 414 days; thin content 166 words; missing park fields: latitude, longitude, smallDogArea, parking, rules, reviewedOn"
"87","dog-parks","Dog Parks","/dog-parks/edworthy-park/","Edworthy Park","Very high","413","124","thin-content","68","needs-content-expansion; needs-human-review","","","","","","","no","latitude; longitude; parkType; smallDogArea; parking; reviewedOn","","stale 413 days; thin content 124 words; missing park fields: latitude, longitude, parkType, smallDogArea, parking, reviewedOn"
"87","dog-parks","Dog Parks","/dog-parks/nose-hill-park/","Nose Hill Park","Very high","413","150","thin-content","68","needs-content-expansion; needs-human-review","","","","","","","no","latitude; longitude; parkType; smallDogArea; parking; reviewedOn","","stale 413 days; thin content 150 words; missing park fields: latitude, longitude, parkType, smallDogArea, parking, reviewedOn"
"86","dog-parks","Dog Parks","/dog-parks/fraser-river-dog-park/","Fraser River Park","Very high","415","225","missing-source","58","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; fenced; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, fenced, smallDogArea, parking"
"86","dog-parks","Dog Parks","/dog-parks/hadden-dog-park/","Hadden Park","Very high","415","229","missing-source","58","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; fenced; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, fenced, smallDogArea, parking"
"86","dog-parks","Dog Parks","/dog-parks/valdez-dog-park/","Valdez Park","Very high","415","213","missing-source","58","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; fenced; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, fenced, smallDogArea, parking"
"85","dog-parks","Dog Parks","/dog-parks/hidden-valley-park/","Hidden Valley Park","Very high","414","164","thin-content","74","needs-content-expansion; needs-human-review","","","","","","","no","latitude; longitude; parking; rules; reviewedOn","","stale 414 days; thin content 164 words; missing park fields: latitude, longitude, parking, rules, reviewedOn"
"85","dog-parks","Dog Parks","/dog-parks/pathfinder-park/","Pathfinder Park","Very high","414","159","thin-content","74","needs-content-expansion; needs-human-review","","","","","","","no","latitude; longitude; parking; rules; reviewedOn","","stale 414 days; thin content 159 words; missing park fields: latitude, longitude, parking, rules, reviewedOn"
"85","dog-parks","Dog Parks","/dog-parks/roly-bird-park/","Roly Bird Park","Very high","406","174","thin-content","74","needs-content-expansion; needs-human-review","","","","","","","no","latitude; longitude; parking; rules; reviewedOn","","stale 406 days; thin content 174 words; missing park fields: latitude, longitude, parking, rules, reviewedOn"
"84","dog-park-locations","City Pages","/dog-parks/ajax/","Ajax","High","313","360","thin-content","82","needs-content-expansion; needs-human-review","","","","","","","no","rules; reviewedOn","","stale 313 days; thin content 360 words; missing city fields: rules, reviewedOn"
"84","dog-parks","Dog Parks","/dog-parks/andy-livingstone-dog-park/","Andy Livingstone","Very high","415","203","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/burrard-view-dog-park-vancouver/","Burrard View Park","Very high","415","205","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/charleson-dog-park/","Charleson Park","Very high","415","206","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/coopers-dog-park/","Coopers' Park","Very high","415","216","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-park-locations","City Pages","/dog-parks/cornwall/","Cornwall","High","313","416","thin-content","82","needs-content-expansion; needs-human-review","","","","","","","no","rules; reviewedOn","","stale 313 days; thin content 416 words; missing city fields: rules, reviewedOn"
"84","dog-parks","Dog Parks","/dog-parks/crab-park-at-portside-dog-park/","CRAB Park at Portside","Very high","415","222","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/devonian-harbour-dog-park/","Devonian Harbour","Very high","415","208","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/dusty-greenwell-dog-park-vancouver/","Dusty Greenwell Park","Very high","415","229","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/emery-barnes-dog-park/","Emery Barnes","Very high","415","212","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/everett-crowley-dog-park/","Everett Crowley","Very high","415","211","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/falaise-park-dog-park/","Falaise Park","Very high","415","215","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/fraserview-golf-course-vancouver/","Fraserview Golf Course","Very high","415","232","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/george-dog-park-vancouver/","George Park","Very high","415","216","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/hinge-park-dog-park/","Hinge Park (Southeast False Creek)","Very high","415","228","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
"84","dog-parks","Dog Parks","/dog-parks/john-hendry-dog-park/","John Hendry","Very high","415","215","missing-source","63","needs-source-research; needs-content-expansion; needs-human-review","","","","","","","yes","latitude; longitude; officialSource; smallDogArea; parking; rules; reviewedOn","","stale 415 days; missing official/source URL; missing park fields: latitude, longitude, officialSource, smallDogArea, parking, rules"
